"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)"
25.02.2009 02:40:00,1001.52,-1.69,271.35,-2.06,97.30,5.40,5.25,0.15,3.27,5.24,1282.63,1.34,1.75,232.50
25.02.2009 02:50:00,1001.42,-1.72,271.33,-2.07,97.40,5.38,5.24,0.14,3.26,5.24,1282.63,1.49,2.13,222.80
25.02.2009 03:00:00,1001.32,-1.77,271.29,-2.14,97.30,5.36,5.22,0.14,3.25,5.21,1282.77,1.09,2.00,225.00
25.02.2009 03:10:00,1001.27,-1.81,271.25,-2.18,97.30,5.35,5.20,0.14,3.24,5.20,1282.92,0.91,1.75,222.40
25.02.2009 03:20:00,1001.20,-1.87,271.20,-2.25,97.20,5.32,5.18,0.15,3.22,5.17,1283.11,1.14,1.75,191.30
25.02.2009 03:30:00,1001.15,-1.98,271.09,-2.37,97.20,5.28,5.13,0.15,3.19,5.13,1283.61,1.34,2.00,201.00
25.02.2009 03:40:00,1001.10,-2.03,271.05,-2.38,97.40,5.26,5.13,0.14,3.19,5.12,1283.75,1.35,2.38,186.90
25.02.2009 03:50:00,1000.98,-2.11,270.97,-2.48,97.30,5.23,5.09,0.14,3.17,5.08,1284.01,1.52,2.13,194.70
25.02.2009 04:00:00,1000.98,-2.23,270.85,-2.57,97.50,5.18,5.05,0.13,3.15,5.05,1284.61,1.08,2.00,184.80
25.02.2009 04:10:00,1001.04,-2.28,270.80,-2.61,97.60,5.16,5.04,0.12,3.14,5.03,1284.93,0.72,1.63,177.90
25.02.2009 04:20:00,1001.04,-2.39,270.69,-2.70,97.70,5.12,5.00,0.12,3.12,5.00,1285.46,0.00,0.00,0.00
25.02.2009 04:30:00,1001.08,-2.46,270.62,-2.77,97.70,5.10,4.98,0.12,3.10,4.97,1285.84,0.00,0.00,0.00
25.02.2009 04:40:00,1001.13,-2.60,270.48,-2.91,97.70,5.04,4.93,0.12,3.07,4.92,1286.60,0.00,0.00,0.00
25.02.2009 04:50:00,1001.15,-2.74,270.33,-3.02,97.90,4.99,4.89,0.10,3.04,4.88,1287.32,0.00,0.00,0.00
25.02.2009 05:00:00,1001.16,-2.84,270.24,-3.12,97.90,4.95,4.85,0.10,3.02,4.84,1287.80,0.00,0.00,0.00
25.02.2009 05:10:00,1001.15,-2.94,270.14,-3.20,98.00,4.92,4.82,0.10,3.00,4.81,1288.29,0.00,0.00,0.00
25.02.2009 05:20:00,1001.19,-3.00,270.07,-3.26,98.10,4.89,4.80,0.09,2.99,4.79,1288.66,0.00,0.00,0.00
25.02.2009 05:30:00,1001.26,-3.04,270.02,-3.28,98.20,4.88,4.79,0.09,2.98,4.79,1288.93,0.00,0.00,0.00
25.02.2009 05:40:00,1001.27,-3.06,270.00,-3.31,98.20,4.87,4.78,0.09,2.98,4.78,1289.07,0.00,0.00,0.00
25.02.2009 05:50:00,1001.27,-3.11,269.96,-3.33,98.30,4.86,4.77,0.08,2.97,4.77,1289.27,0.00,0.00,0.00
25.02.2009 06:00:00,1001.28,-3.04,270.02,-3.26,98.40,4.88,4.80,0.08,2.99,4.79,1288.96,0.00,0.00,0.00
25.02.2009 06:10:00,1001.28,-2.95,270.11,-3.15,98.50,4.91,4.84,0.07,3.01,4.83,1288.50,0.00,0.00,0.00
25.02.2009 06:20:00,1001.28,-2.79,270.27,-2.98,98.60,4.97,4.90,0.07,3.05,4.89,1287.73,0.00,0.00,0.00
25.02.2009 06:30:00,1001.28,-2.63,270.43,-2.81,98.70,5.03,4.97,0.07,3.09,4.96,1286.93,0.00,0.00,0.00
25.02.2009 06:40:00,1001.28,-2.47,270.60,-2.64,98.70,5.09,5.03,0.07,3.13,5.02,1286.12,0.00,0.00,0.00
25.02.2009 06:50:00,1001.29,-2.43,270.63,-2.62,98.60,5.11,5.03,0.07,3.13,5.03,1285.96,0.00,0.00,0.00
25.02.2009 07:00:00,1001.35,-2.37,270.68,-2.56,98.60,5.13,5.06,0.07,3.15,5.05,1285.76,0.00,0.00,0.00
25.02.2009 07:10:00,1001.37,-2.40,270.65,-2.59,98.60,5.12,5.05,0.07,3.14,5.04,1285.91,0.00,0.00,0.00
25.02.2009 07:20:00,1001.37,-2.42,270.63,-2.61,98.60,5.11,5.04,0.07,3.14,5.03,1286.02,0.00,0.00,0.00
25.02.2009 07:30:00,1001.40,-2.51,270.55,-2.70,98.60,5.08,5.01,0.07,3.12,5.00,1286.47,0.00,0.00,0.00
25.02.2009 07:40:00,1001.40,-2.52,270.53,-2.69,98.70,5.07,5.01,0.07,3.12,5.00,1286.53,0.00,0.00,0.00
25.02.2009 07:50:00,1001.41,-2.51,270.55,-2.68,98.70,5.08,5.01,0.07,3.12,5.00,1286.48,0.00,0.00,0.00
25.02.2009 08:00:00,1001.45,-2.35,270.70,-2.54,98.60,5.14,5.07,0.07,3.15,5.06,1285.75,0.00,0.00,0.00
25.02.2009 08:10:00,1001.44,-2.17,270.88,-2.42,98.20,5.21,5.11,0.09,3.18,5.10,1284.89,0.00,0.00,0.00
25.02.2009 08:20:00,1001.51,-2.14,270.90,-2.39,98.20,5.22,5.12,0.09,3.19,5.12,1284.83,0.00,0.00,0.00
25.02.2009 08:30:00,1001.52,-2.11,270.94,-2.35,98.20,5.23,5.14,0.09,3.20,5.13,1284.67,0.00,0.00,0.00
25.02.2009 08:40:00,1001.56,-1.78,271.26,-2.04,98.10,5.36,5.26,0.10,3.27,5.25,1283.12,0.00,0.00,0.00
25.02.2009 08:50:00,1001.64,-1.15,271.88,-1.48,97.60,5.61,5.48,0.13,3.41,5.47,1280.16,0.00,0.00,0.00
25.02.2009 09:00:00,1001.64,-1.04,271.99,-1.44,97.10,5.66,5.49,0.16,3.42,5.48,1279.64,0.00,0.00,0.00
25.02.2009 09:10:00,1001.57,-1.35,271.69,-1.67,97.60,5.53,5.40,0.13,3.36,5.39,1281.02,0.00,0.00,0.00
25.02.2009 09:20:00,1001.51,-1.09,271.96,-1.39,97.80,5.64,5.52,0.12,3.43,5.51,1279.65,0.08,1.25,218.90
25.02.2009 09:30:00,1001.43,-0.53,272.52,-0.87,97.50,5.88,5.73,0.15,3.57,5.72,1276.83,1.40,1.88,192.30
25.02.2009 09:40:00,1001.48,0.10,273.14,-0.29,97.20,6.15,5.98,0.17,3.72,5.97,1273.84,1.33,1.88,186.60
25.02.2009 09:50:00,1001.52,0.80,273.84,0.31,96.50,6.47,6.25,0.23,3.89,6.24,1270.51,1.55,2.63,158.00
25.02.2009 10:00:00,1001.52,1.00,274.04,0.25,94.70,6.57,6.22,0.35,3.87,6.21,1269.58,1.76,2.63,153.60
25.02.2009 10:10:00,1001.52,1.57,274.61,0.16,90.30,6.85,6.18,0.66,3.85,6.17,1266.96,1.67,2.88,159.20
25.02.2009 10:20:00,1001.52,2.31,275.35,-0.22,83.30,7.22,6.01,1.21,3.74,6.00,1263.65,1.68,2.88,175.20
25.02.2009 10:30:00,1001.52,2.49,275.53,-0.73,79.20,7.31,5.79,1.52,3.60,5.78,1262.94,2.32,3.38,166.70
25.02.2009 10:40:00,1001.52,2.49,275.53,-1.15,76.80,7.31,5.61,1.70,3.49,5.60,1263.03,2.32,3.38,197.30
25.02.2009 10:50:00,1001.42,2.67,275.72,-1.20,75.50,7.41,5.59,1.81,3.48,5.58,1262.07,2.64,3.88,199.80
25.02.2009 11:00:00,1001.40,2.92,275.97,-1.07,74.90,7.54,5.65,1.89,3.51,5.64,1260.88,2.78,4.13,202.00
25.02.2009 11:10:00,1001.40,3.16,276.21,-1.04,73.80,7.67,5.66,2.01,3.52,5.65,1259.77,2.94,4.25,218.30
25.02.2009 11:20:00,1001.39,3.32,276.37,-1.00,73.20,7.76,5.68,2.08,3.53,5.67,1259.04,2.60,3.88,208.00
25.02.2009 11:30:00,1001.30,3.36,276.42,-1.26,71.60,7.78,5.57,2.21,3.47,5.56,1258.78,3.96,5.50,201.40
25.02.2009 11:40:00,1001.28,3.43,276.49,-1.21,71.50,7.82,5.59,2.23,3.48,5.58,1258.42,3.87,6.13,204.30
25.02.2009 11:50:00,1001.20,3.53,276.60,-1.25,70.80,7.87,5.57,2.30,3.47,5.57,1257.88,4.59,6.13,210.40
25.02.2009 12:00:00,1001.10,3.47,276.54,-1.33,70.70,7.84,5.54,2.30,3.45,5.53,1258.07,4.85,6.50,210.30
25.02.2009 12:10:00,1001.00,3.56,276.64,-1.20,70.90,7.89,5.59,2.29,3.48,5.59,1257.50,3.99,6.00,205.10
25.02.2009 12:20:00,1000.95,3.63,276.71,-1.27,70.20,7.92,5.56,2.36,3.46,5.56,1257.14,4.29,5.75,206.90
25.02.2009 12:30:00,1000.81,3.65,276.74,-1.29,70.00,7.94,5.56,2.38,3.46,5.55,1256.87,5.08,6.38,197.80
25.02.2009 12:40:00,1000.68,3.76,276.87,-1.08,70.50,8.00,5.64,2.36,3.51,5.64,1256.14,4.30,6.88,198.30
25.02.2009 12:50:00,1000.59,4.35,277.47,-0.68,69.69,8.34,5.81,2.53,3.62,5.81,1253.27,3.12,5.00,208.10
25.02.2009 13:00:00,1000.49,4.57,277.69,-0.73,68.36,8.47,5.79,2.68,3.61,5.79,1252.18,2.79,4.38,240.80
25.02.2009 13:10:00,1000.44,4.63,277.76,-0.78,67.82,8.51,5.77,2.74,3.59,5.77,1251.86,3.06,4.38,216.00
25.02.2009 13:20:00,1000.25,4.54,277.68,-0.90,67.67,8.45,5.72,2.73,3.56,5.72,1252.06,3.98,6.63,208.90
25.02.2009 13:30:00,1000.12,4.64,277.79,-0.76,67.89,8.51,5.78,2.73,3.60,5.78,1251.42,4.39,6.50,211.10
25.02.2009 13:40:00,999.96,4.76,277.93,-0.69,67.63,8.58,5.81,2.78,3.62,5.81,1250.65,4.49,6.00,211.10
25.02.2009 13:50:00,999.85,5.04,278.22,-0.66,66.46,8.76,5.82,2.94,3.63,5.82,1249.23,3.68,5.13,225.30
25.02.2009 14:00:00,999.73,5.22,278.40,-0.99,64.09,8.87,5.68,3.18,3.54,5.68,1248.35,3.82,6.63,214.80
25.02.2009 14:10:00,999.68,5.08,278.26,-1.08,64.28,8.78,5.64,3.14,3.52,5.64,1248.95,2.90,5.50,215.50
25.02.2009 14:20:00,999.61,5.32,278.51,-0.82,64.44,8.92,5.75,3.17,3.59,5.75,1247.74,2.69,4.13,221.40
25.02.2009 14:30:00,999.47,5.44,278.65,-0.75,64.23,9.00,5.78,3.22,3.61,5.79,1246.98,2.70,4.75,197.50
25.02.2009 14:40:00,999.41,5.45,278.66,-0.89,63.52,9.01,5.72,3.29,3.57,5.72,1246.91,2.94,4.75,220.50
25.02.2009 14:50:00,999.32,5.41,278.62,-0.90,63.68,8.98,5.72,3.26,3.57,5.72,1246.99,2.93,4.88,215.00
25.02.2009 15:00:00,999.17,5.19,278.41,-1.08,63.83,8.84,5.64,3.20,3.52,5.65,1247.84,4.59,5.88,210.20
25.02.2009 15:10:00,999.08,4.98,278.21,-0.99,65.19,8.72,5.68,3.03,3.55,5.69,1248.63,4.37,5.75,209.80
25.02.2009 15:20:00,999.05,5.03,278.26,-0.87,65.52,8.74,5.73,3.02,3.57,5.74,1248.36,3.74,5.25,208.10
25.02.2009 15:30:00,998.99,5.09,278.33,-0.90,65.11,8.79,5.72,3.07,3.57,5.73,1247.99,3.89,5.63,213.50
25.02.2009 15:40:00,998.94,5.04,278.28,-1.14,64.22,8.75,5.62,3.13,3.51,5.63,1248.22,3.71,5.00,211.70
25.02.2009 15:50:00,998.82,5.02,278.27,-0.97,65.07,8.74,5.69,3.05,3.55,5.69,1248.13,3.53,4.88,213.80
25.02.2009 16:00:00,998.73,4.92,278.18,-0.77,66.50,8.68,5.77,2.91,3.60,5.78,1248.40,3.69,5.38,214.60
25.02.2009 16:10:00,998.68,4.84,278.11,-0.67,67.38,8.63,5.82,2.82,3.63,5.83,1248.67,3.20,4.13,216.80
25.02.2009 16:20:00,998.63,4.83,278.10,-0.78,66.88,8.62,5.77,2.86,3.60,5.78,1248.70,3.70,5.88,212.00
25.02.2009 16:30:00,998.60,4.83,278.10,-0.85,66.54,8.63,5.74,2.89,3.58,5.75,1248.67,3.31,5.00,214.60
25.02.2009 16:40:00,998.53,4.83,278.11,-0.62,67.66,8.63,5.84,2.79,3.64,5.85,1248.53,2.75,4.38,206.30
25.02.2009 16:50:00,998.47,4.75,278.04,-0.56,68.31,8.58,5.86,2.72,3.66,5.87,1248.79,3.18,4.25,208.40
25.02.2009 17:00:00,998.34,4.62,277.92,-0.50,69.28,8.50,5.89,2.61,3.68,5.90,1249.20,2.63,3.88,204.20
25.02.2009 17:10:00,998.32,4.55,277.84,-0.37,70.30,8.46,5.94,2.51,3.71,5.95,1249.50,1.78,2.50,217.40
25.02.2009 17:20:00,998.28,4.42,277.72,-0.35,71.00,8.38,5.95,2.43,3.72,5.96,1250.00,1.97,3.50,207.40
25.02.2009 17:30:00,998.10,4.28,277.59,-0.50,71.00,8.30,5.89,2.41,3.68,5.90,1250.47,3.58,5.50,205.10
25.02.2009 17:40:00,998.16,4.14,277.44,-0.65,70.90,8.21,5.82,2.39,3.64,5.84,1251.20,3.60,5.63,208.80
25.02.2009 17:50:00,998.21,4.03,277.33,-0.62,71.60,8.15,5.84,2.32,3.65,5.85,1251.74,2.82,4.00,217.30
25.02.2009 18:00:00,998.20,3.96,277.26,-0.63,71.90,8.11,5.83,2.28,3.64,5.84,1252.06,2.12,3.50,210.40
25.02.2009 18:10:00,998.21,3.88,277.19,-0.64,72.20,8.07,5.83,2.24,3.64,5.84,1252.39,2.51,4.25,200.40
25.02.2009 18:20:00,998.30,3.78,277.07,-0.73,72.30,8.01,5.79,2.22,3.62,5.80,1253.01,2.72,4.25,209.80
25.02.2009 18:30:00,998.38,3.70,276.98,-0.75,72.60,7.96,5.78,2.18,3.61,5.79,1253.48,1.45,2.75,234.30
25.02.2009 18:40:00,998.41,3.62,276.91,-0.80,72.70,7.92,5.76,2.16,3.60,5.77,1253.87,1.14,2.88,208.30
25.02.2009 18:50:00,998.40,3.53,276.82,-0.85,72.90,7.87,5.74,2.13,3.58,5.75,1254.26,2.14,3.50,206.80
25.02.2009 19:00:00,998.28,3.44,276.74,-0.88,73.20,7.82,5.73,2.10,3.58,5.74,1254.54,3.31,4.88,206.10
25.02.2009 19:10:00,998.18,3.39,276.70,-0.93,73.20,7.80,5.71,2.09,3.56,5.72,1254.63,3.62,5.38,203.00
25.02.2009 19:20:00,998.07,3.36,276.67,-0.95,73.30,7.77,5.70,2.08,3.56,5.71,1254.67,3.72,4.88,209.00
25.02.2009 19:30:00,998.03,3.27,276.59,-0.92,73.90,7.73,5.71,2.02,3.57,5.72,1255.02,3.00,5.25,210.30
25.02.2009 19:40:00,997.87,3.28,276.61,-0.95,73.70,7.73,5.70,2.03,3.56,5.71,1254.78,3.69,6.50,212.10
25.02.2009 19:50:00,997.82,3.23,276.57,-1.01,73.60,7.71,5.67,2.03,3.54,5.68,1254.93,4.21,6.63,214.80
25.02.2009 20:00:00,997.72,3.27,276.61,-1.08,73.00,7.73,5.64,2.09,3.52,5.65,1254.65,4.50,6.25,217.20
25.02.2009 20:10:00,997.71,3.19,276.53,-1.10,73.30,7.68,5.63,2.05,3.52,5.65,1255.00,2.71,4.75,221.40
25.02.2009 20:20:00,997.67,3.09,276.44,-1.11,73.80,7.63,5.63,2.00,3.52,5.64,1255.40,1.74,3.13,237.60
25.02.2009 20:30:00,997.57,3.13,276.48,-1.16,73.30,7.65,5.61,2.04,3.50,5.62,1255.11,2.51,4.75,231.10
25.02.2009 20:40:00,997.55,3.24,276.59,-1.21,72.50,7.71,5.59,2.12,3.49,5.60,1254.60,2.87,5.25,230.10
25.02.2009 20:50:00,997.47,3.27,276.63,-1.22,72.30,7.73,5.59,2.14,3.49,5.60,1254.38,1.91,3.88,231.10
25.02.2009 21:00:00,997.35,3.23,276.59,-1.24,72.40,7.70,5.58,2.13,3.49,5.59,1254.43,3.00,5.25,229.30
25.02.2009 21:10:00,997.33,3.23,276.60,-1.36,71.70,7.71,5.53,2.18,3.45,5.54,1254.38,4.69,6.25,226.60
25.02.2009 21:20:00,997.37,3.23,276.60,-1.44,71.30,7.71,5.50,2.21,3.43,5.51,1254.45,3.55,6.00,230.80
25.02.2009 21:30:00,997.36,3.17,276.54,-1.50,71.30,7.67,5.47,2.20,3.42,5.48,1254.75,2.94,4.75,230.80
25.02.2009 21:40:00,997.35,3.07,276.44,-1.56,71.50,7.62,5.45,2.17,3.40,5.46,1255.18,2.08,3.88,243.80
25.02.2009 21:50:00,997.36,2.99,276.36,-1.60,71.70,7.57,5.43,2.14,3.39,5.44,1255.59,2.14,3.50,234.20
25.02.2009 22:00:00,997.37,3.01,276.38,-1.63,71.40,7.59,5.42,2.17,3.39,5.43,1255.48,1.90,3.50,227.10
25.02.2009 22:10:00,997.23,3.12,276.50,-1.74,70.30,7.64,5.37,2.27,3.36,5.39,1254.86,3.74,6.13,209.80
25.02.2009 22:20:00,997.21,3.30,276.68,-1.78,69.18,7.74,5.36,2.39,3.35,5.37,1254.00,2.93,5.25,212.50
25.02.2009 22:30:00,997.17,3.27,276.66,-1.80,69.24,7.73,5.35,2.38,3.34,5.37,1254.09,2.89,5.25,216.60
25.02.2009 22:40:00,996.99,3.33,276.72,-1.84,68.79,7.76,5.34,2.42,3.34,5.35,1253.63,4.58,6.13,201.40
25.02.2009 22:50:00,996.90,3.38,276.78,-1.89,68.26,7.79,5.31,2.47,3.32,5.33,1253.29,4.39,6.00,212.00
25.02.2009 23:00:00,996.78,3.37,276.78,-1.88,68.35,7.78,5.32,2.46,3.33,5.34,1253.18,4.00,6.00,203.30
25.02.2009 23:10:00,996.73,3.34,276.76,-1.83,68.73,7.77,5.34,2.43,3.34,5.35,1253.23,4.05,6.50,209.90
25.02.2009 23:20:00,996.72,3.29,276.71,-1.70,69.64,7.74,5.39,2.35,3.37,5.41,1253.40,1.97,4.00,231.50
25.02.2009 23:30:00,996.62,3.17,276.60,-1.55,71.00,7.68,5.45,2.23,3.41,5.47,1253.79,1.46,2.75,238.60
25.02.2009 23:40:00,996.54,3.18,276.61,-1.51,71.20,7.68,5.47,2.21,3.42,5.48,1253.67,1.49,2.50,238.00
25.02.2009 23:50:00,996.49,3.34,276.78,-1.49,70.50,7.77,5.48,2.29,3.43,5.50,1252.85,1.60,2.88,244.30
26.02.2009 00:00:00,996.47,3.49,276.93,-1.41,70.20,7.85,5.51,2.34,3.45,5.53,1252.16,0.53,1.88,155.00
26.02.2009 00:10:00,996.35,3.54,276.99,-1.40,69.99,7.87,5.51,2.36,3.45,5.53,1251.78,1.17,3.13,45.57
26.02.2009 00:20:00,996.15,3.56,277.03,-1.31,70.30,7.89,5.55,2.34,3.47,5.57,1251.39,1.12,2.50,259.80
26.02.2009 00:30:00,996.06,3.56,277.03,-1.28,70.50,7.89,5.56,2.33,3.48,5.58,1251.29,1.29,3.50,236.20
26.02.2009 00:40:00,995.94,3.50,276.98,-1.30,70.70,7.85,5.55,2.30,3.48,5.58,1251.41,1.67,3.00,235.20
26.02.2009 00:50:00,995.88,3.50,276.99,-1.26,70.90,7.85,5.57,2.29,3.49,5.59,1251.32,0.79,2.25,231.00
26.02.2009 01:00:00,995.84,3.51,277.00,-1.20,71.20,7.86,5.60,2.26,3.50,5.62,1251.23,1.05,2.13,222.90
26.02.2009 01:10:00,995.73,3.60,277.10,-1.09,71.30,7.91,5.64,2.27,3.53,5.67,1250.65,0.67,1.50,232.00
26.02.2009 01:20:00,995.63,3.61,277.11,-1.06,71.40,7.91,5.65,2.26,3.54,5.68,1250.49,1.12,2.38,239.40
26.02.2009 01:30:00,995.51,3.57,277.08,-0.99,72.00,7.89,5.68,2.21,3.56,5.71,1250.51,1.20,2.50,243.40
26.02.2009 01:40:00,995.36,3.51,277.04,-1.01,72.20,7.86,5.67,2.18,3.55,5.70,1250.59,1.32,2.25,229.40
26.02.2009 01:50:00,995.24,3.50,277.03,-0.90,72.80,7.85,5.72,2.14,3.58,5.74,1250.47,1.23,2.75,229.40
26.02.2009 02:00:00,995.10,3.42,276.97,-0.85,73.50,7.81,5.74,2.07,3.60,5.77,1250.63,1.47,3.13,212.90
26.02.2009 02:10:00,994.91,3.43,277.00,-0.78,73.80,7.82,5.77,2.05,3.61,5.80,1250.32,1.87,4.13,206.70
26.02.2009 02:20:00,994.68,3.46,277.04,-0.81,73.50,7.83,5.75,2.07,3.61,5.79,1249.93,3.88,6.50,209.10
26.02.2009 02:30:00,994.44,3.42,277.02,-0.80,73.80,7.81,5.76,2.05,3.61,5.79,1249.80,5.00,6.88,206.30
26.02.2009 02:40:00,994.28,3.28,276.89,-0.66,75.30,7.73,5.82,1.91,3.65,5.85,1250.21,4.72,5.75,209.50
26.02.2009 02:50:00,994.21,3.25,276.87,-0.63,75.60,7.71,5.83,1.88,3.66,5.87,1250.24,3.95,6.00,220.60
26.02.2009 03:00:00,994.14,3.28,276.90,-0.57,75.80,7.73,5.86,1.87,3.67,5.89,1250.01,3.58,6.50,221.10
26.02.2009 03:10:00,993.95,3.33,276.97,-0.50,75.90,7.76,5.89,1.87,3.69,5.92,1249.53,4.77,7.13,216.70
26.02.2009 03:20:00,993.82,3.34,276.99,-0.38,76.50,7.76,5.94,1.82,3.73,5.98,1249.29,4.72,6.75,214.70
26.02.2009 03:30:00,993.80,3.28,276.93,-0.34,77.10,7.73,5.96,1.77,3.74,6.00,1249.53,4.38,7.00,215.60
26.02.2009 03:40:00,993.68,3.16,276.82,-0.16,78.70,7.67,6.03,1.63,3.79,6.07,1249.87,4.67,7.13,214.50
26.02.2009 03:50:00,993.64,2.93,276.59,-0.02,80.90,7.54,6.10,1.44,3.83,6.14,1250.85,3.71,5.50,221.20
26.02.2009 04:00:00,993.64,2.90,276.56,0.03,81.30,7.53,6.12,1.41,3.84,6.16,1250.95,3.18,5.50,228.40
26.02.2009 04:10:00,993.65,2.89,276.56,-0.07,80.80,7.52,6.08,1.44,3.81,6.12,1251.02,3.59,6.13,220.40
26.02.2009 04:20:00,993.70,2.80,276.46,-0.02,81.60,7.47,6.10,1.37,3.83,6.14,1251.52,2.84,4.63,225.10
26.02.2009 04:30:00,993.64,2.66,276.32,-0.03,82.40,7.40,6.10,1.30,3.82,6.13,1252.07,3.98,5.38,214.50
26.02.2009 04:40:00,993.57,2.50,276.17,0.01,83.60,7.31,6.11,1.20,3.84,6.15,1252.70,3.59,6.75,216.20
26.02.2009 04:50:00,993.56,2.38,276.05,0.09,84.80,7.25,6.15,1.10,3.86,6.19,1253.20,3.33,5.00,218.00
26.02.2009 05:00:00,993.50,2.39,276.06,0.07,84.60,7.26,6.14,1.12,3.85,6.18,1253.11,3.17,6.38,228.70
26.02.2009 05:10:00,993.46,2.30,275.98,0.13,85.50,7.21,6.17,1.05,3.87,6.21,1253.41,2.43,4.50,237.10
26.02.2009 05:20:00,993.33,2.07,275.75,0.23,87.60,7.09,6.21,0.88,3.90,6.25,1254.31,2.40,3.88,229.40
26.02.2009 05:30:00,993.14,1.93,275.63,0.30,88.90,7.02,6.24,0.78,3.92,6.29,1254.68,3.24,6.75,222.30
26.02.2009 05:40:00,992.93,1.87,275.59,0.32,89.40,6.99,6.25,0.74,3.92,6.30,1254.69,5.44,7.75,218.90
26.02.2009 05:50:00,992.82,1.83,275.56,0.39,90.10,6.97,6.28,0.69,3.94,6.33,1254.72,4.78,8.00,220.20
26.02.2009 06:00:00,992.66,1.93,275.67,0.45,89.90,7.02,6.31,0.71,3.96,6.36,1254.05,5.15,8.13,216.90
26.02.2009 06:10:00,992.56,1.97,275.71,0.51,90.00,7.04,6.34,0.70,3.98,6.38,1253.74,2.93,5.25,224.20
26.02.2009 06:20:00,992.48,1.97,275.72,0.60,90.60,7.04,6.38,0.66,4.01,6.43,1253.62,2.23,6.25,240.90
26.02.2009 06:30:00,992.31,2.02,275.78,0.65,90.60,7.07,6.40,0.66,4.02,6.45,1253.16,3.98,6.50,220.10
26.02.2009 06:40:00,992.30,2.11,275.88,0.62,89.80,7.11,6.39,0.73,4.01,6.44,1252.73,3.30,6.25,229.30
26.02.2009 06:50:00,992.21,2.11,275.89,0.60,89.70,7.11,6.38,0.73,4.01,6.43,1252.62,4.31,7.75,216.60
26.02.2009 07:00:00,992.11,2.05,275.83,0.57,89.90,7.08,6.37,0.72,4.00,6.42,1252.77,4.47,7.13,209.30
26.02.2009 07:10:00,992.01,2.07,275.87,0.64,90.20,7.10,6.40,0.70,4.02,6.45,1252.52,4.43,6.63,209.90
26.02.2009 07:20:00,991.93,2.14,275.94,0.68,90.00,7.13,6.42,0.71,4.03,6.47,1252.11,4.39,6.38,205.80
26.02.2009 07:30:00,991.86,2.06,275.86,0.56,89.80,7.09,6.36,0.72,4.00,6.42,1252.42,5.14,7.38,209.80
26.02.2009 07:40:00,991.97,1.89,275.69,0.51,90.50,7.00,6.34,0.67,3.98,6.39,1253.32,3.06,6.00,215.50
26.02.2009 07:50:00,991.89,1.83,275.63,0.59,91.40,6.97,6.37,0.60,4.01,6.43,1253.48,2.54,4.25,219.10
26.02.2009 08:00:00,991.76,1.85,275.66,0.65,91.70,6.98,6.40,0.58,4.03,6.46,1253.23,3.17,5.63,219.60
26.02.2009 08:10:00,991.61,1.92,275.74,0.73,91.80,7.02,6.44,0.58,4.05,6.49,1252.71,2.46,4.13,225.00
26.02.2009 08:20:00,991.43,2.08,275.92,0.89,91.80,7.10,6.52,0.58,4.10,6.57,1251.71,3.76,6.25,214.60
26.02.2009 08:30:00,991.34,2.19,276.04,0.81,90.50,7.16,6.48,0.68,4.07,6.53,1251.08,4.50,6.63,211.70
26.02.2009 08:40:00,991.31,2.27,276.12,0.75,89.60,7.20,6.45,0.75,4.06,6.51,1250.70,4.88,8.00,200.60
26.02.2009 08:50:00,991.21,2.36,276.22,0.75,89.00,7.24,6.45,0.80,4.06,6.50,1250.16,4.54,6.63,197.60
26.02.2009 09:00:00,991.11,2.44,276.30,0.69,88.20,7.28,6.42,0.86,4.04,6.48,1249.73,5.25,7.13,206.30
26.02.2009 09:10:00,990.97,2.51,276.38,0.62,87.30,7.32,6.39,0.93,4.02,6.45,1249.24,5.10,8.13,206.60
26.02.2009 09:20:00,991.03,2.64,276.52,0.80,87.60,7.39,6.47,0.92,4.07,6.53,1248.65,2.58,5.50,221.50
26.02.2009 09:30:00,991.01,2.78,276.65,0.98,87.90,7.46,6.56,0.90,4.13,6.62,1247.97,2.37,4.00,221.60
26.02.2009 09:40:00,990.97,2.77,276.64,0.95,87.80,7.46,6.55,0.91,4.12,6.61,1247.99,2.62,4.50,223.20
26.02.2009 09:50:00,990.96,2.71,276.59,0.91,87.90,7.43,6.53,0.90,4.11,6.59,1248.24,2.83,4.88,231.30
26.02.2009 10:00:00,990.83,2.79,276.68,1.11,88.60,7.47,6.62,0.85,4.17,6.68,1247.65,1.77,3.00,231.70
26.02.2009 10:10:00,990.70,2.94,276.84,1.15,88.00,7.55,6.64,0.91,4.18,6.70,1246.83,3.32,4.88,216.40
26.02.2009 10:20:00,990.60,3.00,276.91,1.07,87.10,7.58,6.60,0.98,4.16,6.67,1246.44,4.59,6.38,210.40
26.02.2009 10:30:00,990.77,3.09,276.98,1.14,87.00,7.63,6.64,0.99,4.18,6.70,1246.24,3.12,4.38,212.30
26.02.2009 10:40:00,990.89,3.17,277.05,1.30,87.50,7.67,6.71,0.96,4.23,6.78,1245.98,1.33,3.00,218.70
26.02.2009 10:50:00,990.93,3.30,277.18,1.51,88.00,7.74,6.81,0.93,4.29,6.88,1245.41,1.15,2.25,221.60
