,p,T,Tdew,rh,VPmax,VPact,VPdef,sh,H2OC,rho,wv,max_wv,wd,TMax,TMin
2012-11-29,971.480,1.913,1.295,95.659,7.039,6.733,0.306,4.322,6.931,1227.122,3.475,5.802,158.374,3.730,0.600
2012-11-30,980.498,0.510,-1.307,87.687,6.353,5.570,0.783,3.542,5.682,1245.445,1.987,3.233,251.262,1.520,-2.670
2012-12-01,986.441,-2.197,-3.680,89.703,5.249,4.670,0.578,2.950,4.734,1266.012,1.486,2.491,188.791,1.920,-5.220
2012-12-02,982.867,-0.496,-2.518,86.266,5.909,5.104,0.805,3.237,5.193,1253.289,2.018,3.334,199.823,1.220,-2.240
2012-12-03,984.759,0.419,-2.143,83.107,6.304,5.224,1.079,3.306,5.305,1251.435,2.684,4.101,218.747,2.370,-0.820
2012-12-04,971.789,2.246,-0.269,83.489,7.199,5.992,1.207,3.844,6.166,1226.374,3.063,4.848,199.411,3.940,0.060
2012-12-05,974.630,-0.074,-1.890,87.695,6.108,5.337,0.771,3.413,5.477,1240.762,1.348,2.288,237.096,2.670,-3.240
2012-12-06,982.943,-1.914,-5.296,78.077,5.311,4.150,1.161,2.632,4.224,1260.386,1.896,3.808,243.638,-0.550,-3.580
2012-12-07,983.549,-4.616,-7.399,81.342,4.378,3.504,0.875,2.219,3.562,1274.251,1.548,2.601,171.228,-0.640,-8.130
2012-12-08,992.377,-7.811,-10.015,84.331,3.439,2.871,0.569,1.802,2.893,1301.489,0.733,1.277,169.696,-3.880,-12.260
2012-12-09,987.321,-3.714,-6.132,83.464,4.775,3.969,0.806,2.509,4.027,1274.860,4.149,6.244,190.667,1.530,-8.390
2012-12-10,978.308,1.032,-0.498,89.574,6.593,5.895,0.698,3.757,6.026,1240.134,2.912,5.162,249.746,2.400,-0.620
2012-12-11,992.577,-3.302,-5.152,87.003,4.800,4.183,0.617,2.626,4.216,1279.314,2.197,3.814,183.554,-0.660,-5.740
2012-12-12,993.395,-4.181,-5.362,91.481,4.493,4.108,0.384,2.577,4.136,1284.582,1.411,2.375,182.790,-2.060,-5.750
2012-12-13,987.634,-3.921,-6.149,84.738,4.580,3.857,0.723,2.433,3.905,1276.017,2.188,3.355,184.794,-2.230,-6.740
2012-12-14,980.029,0.335,-2.911,78.999,6.298,4.945,1.353,3.145,5.046,1245.978,2.961,4.563,174.182,3.220,-3.040
2012-12-15,976.565,4.425,2.666,88.397,8.422,7.441,0.981,4.753,7.618,1222.061,2.992,4.222,194.404,6.970,1.420
2012-12-16,980.183,4.458,2.991,90.367,8.437,7.583,0.855,4.826,7.735,1226.387,1.937,2.965,189.079,7.660,1.920
2012-12-17,980.191,3.635,2.453,92.115,7.961,7.301,0.661,4.646,7.448,1230.180,1.304,2.194,179.287,6.800,1.580
2012-12-18,985.642,3.965,3.069,93.952,8.130,7.621,0.509,4.823,7.732,1235.391,0.838,1.525,189.192,5.440,2.690
2012-12-19,995.968,2.785,2.315,96.717,7.475,7.225,0.250,4.524,7.254,1253.899,0.604,1.057,184.716,4.210,1.490
2012-12-20,992.854,1.203,0.518,95.300,6.668,6.355,0.312,3.990,6.400,1257.586,1.338,2.221,132.394,2.590,0.480
2012-12-21,986.810,-0.620,-1.721,92.396,5.839,5.388,0.452,3.403,5.460,1258.737,1.645,2.256,51.584,0.520,-1.270
2012-12-22,989.639,1.759,1.134,95.678,7.021,6.689,0.332,4.216,6.760,1250.916,1.451,2.156,166.767,4.760,-1.220
2012-12-23,980.788,6.951,6.038,94.134,10.277,9.568,0.709,6.092,9.756,1215.483,2.714,4.256,187.234,11.920,2.930
2012-12-24,981.713,8.598,7.046,90.987,11.235,10.091,1.143,6.418,10.278,1209.104,1.714,2.811,190.601,12.790,6.920
2012-12-25,976.709,10.240,4.572,68.954,12.639,8.487,4.151,5.422,8.689,1196.740,3.798,5.976,188.811,14.770,7.430
2012-12-26,981.758,7.056,3.708,79.380,10.101,7.979,2.122,5.071,8.128,1216.793,3.771,6.140,207.061,9.100,4.590
2012-12-27,978.675,7.440,3.699,77.487,10.352,7.975,2.377,5.085,8.149,1211.281,4.250,6.425,212.200,9.150,5.160
2012-12-28,996.955,1.716,-0.226,87.067,6.957,6.079,0.878,3.805,6.103,1260.643,2.157,3.429,151.782,5.090,-0.530
2012-12-29,992.751,6.449,2.885,78.230,9.687,7.537,2.151,4.735,7.591,1233.344,3.514,5.167,185.074,8.930,3.310
2012-12-30,988.890,6.797,2.044,71.700,9.905,7.085,2.820,4.469,7.165,1227.198,4.031,6.327,195.923,9.050,5.340
2012-12-31,989.079,7.142,2.399,71.831,10.136,7.266,2.870,4.582,7.345,1225.829,5.076,7.571,202.449,8.570,5.790
2013-01-01,980.539,6.186,1.483,72.199,9.508,6.833,2.675,4.346,6.969,1219.600,4.893,7.026,206.419,8.100,3.540
2013-01-02,993.992,4.060,0.533,77.914,8.193,6.354,1.839,3.985,6.393,1246.057,2.565,4.213,208.597,6.430,1.990
2013-01-03,1000.793,6.468,3.469,81.101,9.761,7.926,1.835,4.941,7.918,1243.125,3.372,5.756,215.631,9.230,2.780
2013-01-04,1002.637,9.511,7.028,84.572,11.901,10.067,1.834,6.269,10.041,1230.953,2.388,5.029,255.479,10.740,8.780
2013-01-05,1001.174,7.438,6.445,93.421,10.338,9.654,0.683,6.020,9.643,1238.423,2.316,4.664,261.154,8.860,6.590
2013-01-06,999.046,6.395,5.371,93.159,9.623,8.966,0.657,5.601,8.974,1240.722,2.145,4.364,261.856,7.260,5.500
2013-01-07,1000.183,5.317,4.451,94.192,8.932,8.408,0.524,5.246,8.406,1247.210,1.111,2.088,214.132,6.690,4.320
2013-01-08,996.986,4.959,4.245,95.169,8.712,8.282,0.430,5.184,8.307,1244.874,1.372,2.442,219.441,6.150,3.900
2013-01-09,992.050,5.482,4.293,92.124,9.035,8.315,0.721,5.229,8.380,1236.346,1.795,3.034,226.913,6.730,3.920
2013-01-10,983.506,3.026,1.263,88.317,7.631,6.721,0.911,4.261,6.833,1237.351,2.138,3.943,213.828,4.930,-1.080
2013-01-11,987.307,-1.647,-4.659,80.028,5.418,4.325,1.092,2.730,4.381,1264.661,1.648,3.091,257.126,0.300,-2.740
2013-01-12,991.262,-3.035,-5.741,81.867,4.911,3.986,0.924,2.506,4.022,1276.462,1.176,1.987,181.140,-0.300,-7.060
2013-01-13,991.140,-4.464,-6.313,86.966,4.402,3.818,0.585,2.399,3.852,1283.164,1.801,2.651,114.229,-1.590,-7.060
2013-01-14,986.754,-3.518,-5.998,82.890,4.716,3.909,0.807,2.469,3.962,1272.935,1.325,2.028,172.084,-2.040,-5.110
2013-01-15,982.124,-5.280,-7.938,81.884,4.193,3.379,0.813,2.144,3.442,1275.671,1.070,1.636,131.112,-1.340,-10.220
2013-01-16,981.789,-4.075,-5.279,91.278,4.517,4.122,0.394,2.616,4.199,1269.023,2.352,3.338,56.053,-3.110,-4.880
2013-01-17,986.697,-3.469,-4.680,91.353,4.736,4.320,0.416,2.728,4.378,1272.417,3.120,4.754,28.965,-2.150,-4.890
2013-01-18,984.592,-4.643,-6.902,84.142,4.336,3.655,0.682,2.311,3.711,1275.575,3.153,4.767,52.066,-2.870,-6.630
2013-01-19,975.358,-6.937,-9.026,84.944,3.627,3.080,0.547,1.967,3.158,1274.765,3.281,5.024,48.717,-6.250,-7.440
2013-01-20,972.752,-6.435,-8.193,87.290,3.781,3.294,0.487,2.109,3.386,1268.877,3.453,4.991,41.871,-4.710,-7.760
2013-01-21,973.819,-6.510,-7.826,90.302,3.749,3.385,0.364,2.165,3.476,1270.561,2.399,3.195,32.234,-5.820,-7.210
2013-01-22,979.421,-7.441,-9.295,86.500,3.488,3.016,0.472,1.918,3.079,1282.542,2.470,3.166,35.013,-6.580,-8.120
2013-01-23,982.318,-7.090,-9.211,84.738,3.587,3.036,0.551,1.925,3.090,1284.636,1.750,2.390,41.405,-5.570,-7.790
2013-01-24,986.041,-6.132,-7.901,87.214,3.866,3.370,0.495,2.129,3.417,1284.715,1.065,1.957,129.461,-4.840,-7.380
2013-01-25,992.431,-7.031,-8.755,87.449,3.605,3.158,0.448,1.982,3.183,1297.533,2.356,3.511,80.740,-5.560,-8.430
2013-01-26,986.804,-5.116,-8.010,80.202,4.197,3.340,0.857,2.108,3.385,1280.896,2.609,3.943,195.197,-1.960,-7.860
2013-01-27,981.155,-0.314,-3.052,81.755,6.040,4.932,1.107,3.134,5.030,1250.443,2.666,4.228,177.693,2.400,-3.680
2013-01-28,985.940,2.725,0.066,82.880,7.471,6.141,1.330,3.883,6.229,1242.046,2.551,4.026,195.223,5.540,-0.040
2013-01-29,983.385,6.065,2.845,79.800,9.442,7.560,1.883,4.796,7.688,1223.345,5.457,8.247,208.799,8.170,3.270
2013-01-30,980.728,10.152,6.817,79.883,12.505,9.968,2.537,6.348,10.166,1201.336,5.421,8.662,221.622,13.580,6.840
2013-01-31,984.192,6.473,0.878,67.700,9.689,6.516,3.172,4.129,6.621,1223.031,3.683,7.267,227.283,8.300,4.210
2013-02-01,975.886,4.848,1.931,81.905,8.653,7.039,1.615,4.501,7.216,1219.504,2.928,4.775,206.169,6.730,3.330
2013-02-02,972.338,1.982,-0.020,86.716,7.083,6.159,0.923,3.954,6.341,1228.207,1.894,3.795,261.656,4.300,-0.170
2013-02-03,985.474,1.161,-1.775,81.378,6.660,5.375,1.284,3.400,5.455,1248.887,2.599,4.386,233.594,2.670,-0.530
2013-02-04,980.359,3.857,1.772,86.402,8.110,6.973,1.138,4.436,7.113,1229.586,3.191,5.501,226.351,6.960,1.090
2013-02-05,974.229,2.838,-0.264,80.229,7.552,6.022,1.531,3.853,6.180,1226.832,2.993,4.973,212.357,6.420,-0.270
2013-02-06,972.842,0.171,-2.166,84.394,6.210,5.217,0.993,3.342,5.362,1237.404,1.413,2.256,205.222,2.360,-2.420
2013-02-07,979.917,0.201,-3.075,78.956,6.221,4.875,1.345,3.101,4.976,1246.439,1.622,2.838,244.737,2.560,-1.770
2013-02-08,984.637,-1.464,-3.109,88.606,5.492,4.856,0.636,3.074,4.932,1260.130,0.867,1.503,190.678,-0.070,-2.740
2013-02-09,989.907,-3.004,-4.574,88.901,4.910,4.356,0.554,2.742,4.401,1274.362,1.044,1.675,206.678,-0.600,-5.550
2013-02-10,988.130,-3.029,-6.011,80.664,4.930,3.908,1.023,2.463,3.954,1272.451,1.453,2.321,191.388,1.240,-6.150
2013-02-11,981.308,-4.512,-8.271,75.472,4.484,3.298,1.185,2.093,3.361,1271.061,2.065,3.465,117.296,-0.360,-9.930
2013-02-12,984.480,-2.529,-5.338,81.205,5.070,4.116,0.954,2.604,4.180,1265.235,3.332,5.029,51.935,-1.870,-3.240
2013-02-13,995.577,-2.582,-4.744,85.143,5.062,4.293,0.769,2.686,4.312,1279.705,1.033,2.015,171.827,-1.180,-5.720
2013-02-14,995.810,-2.516,-4.998,83.893,5.175,4.223,0.952,2.643,4.242,1279.890,1.439,2.336,146.203,1.050,-6.390
2013-02-15,991.232,-0.474,-4.192,76.635,5.950,4.483,1.467,2.818,4.522,1264.207,1.098,1.777,168.195,3.920,-4.240
2013-02-16,995.724,1.250,0.213,92.804,6.713,6.222,0.491,3.896,6.249,1261.105,0.592,1.014,171.317,3.290,-0.780
2013-02-17,997.166,0.801,-0.142,93.588,6.478,6.056,0.421,3.786,6.073,1265.058,1.598,2.365,51.280,1.830,-0.010
2013-02-18,994.677,0.242,-2.160,84.018,6.218,5.216,1.002,3.268,5.244,1264.876,1.313,1.922,94.623,0.950,-0.340
2013-02-19,988.111,0.087,-1.545,88.797,6.152,5.461,0.690,3.446,5.528,1257.114,1.668,3.309,171.252,1.040,-1.390
2013-02-20,993.997,-2.016,-4.479,83.305,5.271,4.385,0.886,2.749,4.412,1274.945,2.224,4.262,69.063,-0.670,-3.680
2013-02-21,994.285,-4.380,-6.391,85.917,4.413,3.786,0.627,2.371,3.808,1286.823,3.160,4.507,34.357,-3.150,-5.150
2013-02-22,989.421,-5.213,-7.065,86.901,4.141,3.595,0.546,2.263,3.634,1284.593,4.388,6.349,37.916,-4.480,-5.780
2013-02-23,984.832,-4.599,-5.702,91.935,4.343,3.995,0.348,2.527,4.056,1275.510,4.149,5.975,24.412,-3.000,-5.320
2013-02-24,985.648,-1.137,-1.469,97.592,5.634,5.497,0.137,3.476,5.577,1259.600,1.804,2.937,54.597,-0.070,-2.960
2013-02-25,992.685,0.147,0.081,99.515,6.177,6.145,0.030,3.859,6.190,1262.324,2.650,3.875,31.788,0.530,-0.140
2013-02-26,1002.168,0.052,0.052,100.000,6.134,6.134,0.000,3.815,6.119,1274.867,3.122,4.585,28.722,0.570,-0.610
2013-02-27,1004.053,-0.585,-0.913,97.653,5.855,5.715,0.140,3.548,5.692,1280.456,2.929,4.156,36.189,-0.100,-1.250
2013-02-28,1000.183,0.281,-0.001,98.027,6.238,6.114,0.124,3.811,6.113,1271.283,1.124,1.675,113.552,1.350,-0.270
2013-03-01,996.242,0.821,-1.169,86.703,6.495,5.613,0.881,3.512,5.635,1264.019,1.006,1.917,240.950,2.620,-0.420
2013-03-02,996.614,0.704,-2.372,80.806,6.492,5.132,1.360,3.209,5.149,1265.316,1.434,2.174,213.147,5.310,-2.460
2013-03-03,995.103,0.947,-2.270,79.392,6.589,5.173,1.416,3.240,5.199,1262.235,1.751,3.093,239.604,3.370,-2.690
2013-03-04,994.938,2.890,-2.428,70.023,7.700,5.110,2.590,3.201,5.136,1253.307,1.934,3.066,186.331,8.450,-2.450
2013-03-05,986.238,4.732,-2.717,60.357,8.966,5.021,3.945,3.173,5.093,1234.337,1.974,3.203,177.572,12.530,-2.580
2013-03-06,979.069,5.167,-0.528,69.924,9.516,5.942,3.573,3.785,6.072,1223.206,1.143,2.004,146.493,15.840,-2.450
2013-03-07,976.161,4.085,1.728,84.778,8.301,6.997,1.304,4.471,7.167,1223.334,1.465,2.217,84.055,7.710,0.150
2013-03-08,977.869,3.003,2.719,98.023,7.628,7.469,0.159,4.765,7.639,1230.008,2.695,3.864,46.474,5.110,-0.070
2013-03-09,976.841,1.012,0.839,98.783,6.597,6.509,0.088,4.155,6.664,1238.077,1.868,2.578,61.531,2.640,-0.510
2013-03-10,972.848,1.182,0.601,95.977,6.799,6.520,0.278,4.180,6.704,1232.373,2.902,4.488,111.885,8.000,-4.470
2013-03-11,978.552,-5.268,-6.956,87.856,4.124,3.622,0.502,2.305,3.702,1270.707,3.033,4.548,30.284,-4.490,-5.950
2013-03-12,977.072,-5.407,-6.807,89.827,4.081,3.664,0.418,2.336,3.750,1269.420,3.842,5.411,32.348,-4.490,-6.070
2013-03-13,977.780,-5.791,-8.384,82.305,3.991,3.255,0.735,2.073,3.330,1272.425,2.130,3.265,79.855,-3.300,-11.210
2013-03-14,982.810,-6.168,-8.946,81.203,4.095,3.230,0.865,2.047,3.286,1281.182,1.074,1.949,145.761,0.430,-13.510
2013-03-15,988.154,-3.956,-9.002,69.314,4.594,3.112,1.482,1.962,3.150,1277.247,1.406,2.503,248.116,-0.750,-7.820
2013-03-16,988.968,-2.036,-8.097,65.660,5.677,3.361,2.316,2.117,3.400,1269.698,2.603,4.091,180.512,5.280,-10.500
2013-03-17,979.189,2.175,-7.594,48.707,7.221,3.486,3.735,2.218,3.561,1237.333,3.403,5.619,162.309,5.220,-0.870
2013-03-18,969.779,1.098,-1.349,84.563,6.632,5.562,1.070,3.576,5.736,1229.148,2.448,3.836,129.273,2.730,-0.850
2013-03-19,970.961,0.132,-0.978,92.238,6.189,5.702,0.486,3.661,5.872,1234.934,0.884,1.764,184.242,2.000,-1.850
2013-03-20,977.871,0.188,-0.944,92.197,6.201,5.717,0.484,3.644,5.845,1243.479,2.356,3.213,65.759,1.900,-1.140
2013-03-21,988.917,-0.285,-2.722,84.204,5.998,5.016,0.982,3.162,5.074,1260.078,1.407,2.720,198.011,2.030,-1.610
2013-03-22,993.380,-2.799,-5.016,84.827,4.970,4.212,0.758,2.641,4.240,1277.920,3.032,4.519,53.700,-1.650,-3.800
2013-03-23,993.958,-4.827,-10.695,64.561,4.276,2.765,1.510,1.733,2.783,1289.057,5.723,8.947,58.813,-3.140,-7.660
2013-03-24,992.782,-5.606,-14.201,51.588,4.116,2.046,2.070,1.283,2.061,1291.803,5.904,8.927,51.700,-1.420,-9.760
2013-03-25,989.224,-3.962,-10.572,60.538,4.605,2.725,1.880,1.715,2.754,1278.879,5.809,9.082,54.691,-0.680,-6.960
2013-03-26,986.677,-2.861,-10.558,56.373,5.015,2.728,2.286,1.722,2.765,1270.399,4.427,7.019,49.984,0.590,-6.330
2013-03-27,985.649,-2.378,-8.111,65.288,5.160,3.336,1.824,2.108,3.385,1266.460,3.761,5.785,50.217,0.210,-4.940
2013-03-28,982.808,-0.213,-4.448,74.243,6.079,4.393,1.687,2.785,4.469,1252.322,2.310,3.513,64.812,3.310,-2.950
2013-03-29,979.202,0.435,-2.926,79.298,6.340,4.934,1.406,3.140,5.039,1244.452,1.723,3.325,199.987,3.760,-1.240
2013-03-30,980.142,-0.222,-3.399,80.109,6.035,4.762,1.274,3.028,4.859,1248.726,1.922,2.857,95.495,2.210,-2.080
2013-03-31,983.192,-1.485,-3.763,84.661,5.492,4.626,0.866,2.932,4.705,1258.493,1.654,2.830,99.374,0.780,-3.330
2013-04-01,984.182,-0.599,-5.512,70.982,5.884,4.069,1.815,2.576,4.134,1255.961,2.093,3.569,87.455,2.210,-2.900
2013-04-02,986.102,-0.097,-4.930,69.882,6.079,4.241,1.838,2.679,4.301,1255.987,3.997,6.166,51.409,1.470,-1.890
2013-04-03,989.476,-0.649,-4.223,76.731,5.827,4.468,1.360,2.813,4.515,1262.727,3.802,5.756,46.733,0.210,-1.460
2013-04-04,986.438,-0.148,-3.103,80.429,6.055,4.862,1.193,3.072,4.929,1256.362,2.681,3.980,48.787,1.220,-1.680
2013-04-05,983.407,0.510,-1.657,85.348,6.344,5.410,0.932,3.430,5.502,1249.202,3.207,4.517,67.630,1.310,-0.450
2013-04-06,990.670,0.462,-0.821,91.214,6.320,5.755,0.564,3.621,5.809,1258.501,1.682,2.760,104.645,1.270,-0.390
2013-04-07,993.430,2.135,-3.350,69.927,7.255,4.804,2.450,3.013,4.835,1254.930,1.512,2.566,159.445,6.920,-2.040
2013-04-08,983.018,2.748,-4.412,61.869,7.790,4.413,3.377,2.797,4.490,1239.467,2.044,3.350,133.713,7.870,-4.270
2013-04-09,977.073,6.305,0.533,67.665,9.719,6.424,3.294,4.100,6.575,1215.052,1.969,3.159,177.295,10.630,2.610
2013-04-10,979.089,6.413,3.715,83.761,9.855,8.020,1.835,5.110,8.190,1216.375,2.620,4.008,208.880,11.190,0.860
2013-04-11,976.472,10.711,6.608,76.610,13.309,9.871,3.438,6.316,10.113,1194.027,3.801,5.500,198.835,16.130,4.750
2013-04-12,976.735,10.480,6.868,79.504,12.745,10.023,2.722,6.411,10.266,1194.975,2.905,4.729,221.605,13.410,8.350
2013-04-13,989.436,10.098,4.309,68.085,12.462,8.329,4.132,5.253,8.419,1213.007,3.566,5.716,221.153,14.420,7.420
2013-04-14,998.117,11.748,6.043,69.461,14.404,9.465,4.939,5.920,9.483,1216.379,1.897,3.181,192.844,18.240,5.150
2013-04-15,993.735,17.178,7.910,57.286,20.664,10.698,9.967,6.725,10.767,1187.952,2.472,3.992,187.447,24.480,7.550
2013-04-16,992.546,15.726,9.774,68.885,18.283,12.138,6.145,7.642,12.229,1191.531,1.232,2.129,179.623,20.640,10.220
2013-04-17,994.655,16.846,9.241,62.575,19.577,11.704,7.873,7.352,11.767,1189.637,1.789,2.964,189.342,21.590,12.380
2013-04-18,988.810,18.155,9.061,57.496,21.681,11.649,10.032,7.363,11.783,1177.518,2.954,5.149,218.161,25.320,11.300
2013-04-19,994.864,12.218,1.442,48.076,14.340,6.808,7.533,4.267,6.843,1211.346,1.486,2.930,218.378,14.960,8.870
2013-04-20,1000.445,7.899,0.591,60.748,10.733,6.412,4.322,3.996,6.409,1237.064,4.905,7.145,30.811,10.460,4.260
2013-04-21,992.183,10.870,4.015,63.003,13.403,8.279,5.124,5.211,8.350,1213.345,2.406,3.769,56.370,16.340,5.490
2013-04-22,989.067,10.917,6.158,73.146,13.172,9.467,3.705,5.975,9.572,1208.547,1.070,2.132,218.630,14.200,8.030
2013-04-23,993.009,13.069,4.723,60.344,15.471,8.606,6.865,5.409,8.666,1204.796,2.542,4.411,223.408,18.100,7.250
2013-04-24,998.035,15.550,7.334,59.461,18.149,10.267,7.882,6.424,10.287,1199.771,1.859,3.125,212.955,21.420,10.050
2013-04-25,996.035,16.659,8.635,61.280,19.876,11.251,8.625,7.057,11.297,1192.527,1.227,2.280,154.160,23.280,8.560
2013-04-26,982.973,16.009,9.482,69.093,18.988,11.945,7.042,7.597,12.156,1179.094,2.250,3.908,200.533,23.990,9.600
2013-04-27,981.157,5.842,4.955,94.026,9.281,8.725,0.555,5.551,8.894,1220.982,3.385,5.283,66.088,10.720,4.340
2013-04-28,988.695,6.586,3.382,80.735,9.838,7.801,2.037,4.923,7.890,1227.586,1.847,3.019,104.209,9.440,3.270
2013-04-29,990.353,10.248,5.032,71.900,12.653,8.772,3.881,5.529,8.857,1213.331,2.284,3.568,216.146,14.450,7.130
2013-04-30,995.263,8.292,4.542,77.927,11.013,8.466,2.546,5.308,8.507,1227.944,2.228,3.309,96.730,10.310,5.350
2013-05-01,996.033,9.761,6.891,82.641,12.185,9.969,2.215,6.250,10.010,1221.842,2.702,4.189,81.597,12.300,6.950
2013-05-02,992.954,10.379,8.616,88.984,12.621,11.216,1.405,7.056,11.295,1214.756,2.445,3.627,31.635,11.890,9.320
2013-05-03,990.572,11.568,6.893,73.833,13.763,10.000,3.763,6.303,10.096,1207.393,2.880,4.320,69.777,14.820,8.870
2013-05-04,991.200,10.939,8.226,83.861,13.259,10.948,2.310,6.899,11.045,1210.425,0.973,1.629,176.470,14.840,6.630
2013-05-05,996.089,14.213,7.872,69.148,16.936,10.670,6.266,6.690,10.712,1202.939,1.429,2.438,114.501,20.900,6.290
2013-05-06,993.165,15.013,9.559,71.533,17.750,12.073,5.677,7.599,12.160,1195.439,2.768,4.268,84.030,20.640,7.080
2013-05-07,988.742,14.606,13.593,93.714,16.687,15.614,1.072,9.883,15.793,1189.815,1.831,2.689,103.125,16.500,12.900
2013-05-08,986.978,17.219,11.679,73.277,20.221,13.793,6.428,8.739,13.974,1178.027,2.077,3.228,199.731,22.710,11.610
2013-05-09,986.752,15.893,12.028,79.676,18.409,14.115,4.293,8.946,14.304,1182.918,2.075,3.354,198.387,21.670,12.390
2013-05-10,987.112,14.988,8.791,69.456,17.170,11.549,5.621,7.312,11.702,1188.144,1.666,3.077,231.738,18.640,12.570
2013-05-11,988.491,12.270,8.209,76.405,14.336,10.904,3.432,6.890,11.031,1201.422,1.292,2.210,176.736,15.060,9.700
2013-05-12,987.555,9.555,5.531,77.005,12.018,9.128,2.890,5.771,9.244,1212.671,2.134,3.793,222.872,13.730,6.580
2013-05-13,988.823,9.032,5.528,79.110,11.762,9.151,2.611,5.778,9.257,1216.609,3.216,4.865,197.147,12.890,2.800
2013-05-14,984.235,13.425,6.578,64.972,15.658,9.751,5.907,6.185,9.906,1192.041,2.994,4.630,202.637,17.530,8.960
2013-05-15,976.425,17.259,8.571,61.008,21.027,11.243,9.784,7.195,11.517,1166.709,2.524,4.233,185.004,25.820,7.790
2013-05-16,972.230,17.473,12.289,73.910,20.524,14.335,6.189,9.223,14.745,1159.096,2.218,3.546,108.250,23.060,11.940
2013-05-17,971.942,17.487,12.115,72.207,20.590,14.224,6.366,9.154,14.634,1158.731,2.132,3.430,114.121,23.050,10.070
2013-05-18,981.032,13.322,10.052,81.936,15.432,12.381,3.050,7.890,12.623,1187.286,2.027,3.373,198.716,17.740,10.810
2013-05-19,981.256,13.726,10.781,83.788,16.329,13.054,3.275,8.320,13.307,1185.861,2.870,4.494,80.689,21.460,7.770
2013-05-20,983.169,12.741,7.466,71.460,14.871,10.372,4.498,6.589,10.551,1193.235,4.540,6.824,211.441,16.520,9.790
2013-05-21,983.824,12.392,6.750,68.983,14.531,9.867,4.663,6.262,10.030,1195.743,2.438,3.735,210.854,16.270,8.380
2013-05-22,981.200,8.958,6.345,83.821,11.493,9.652,1.841,6.144,9.840,1207.118,1.820,3.593,236.434,10.900,6.920
2013-05-23,981.372,8.794,2.829,67.329,11.482,7.511,3.971,4.775,7.654,1209.117,1.743,3.042,206.484,12.490,4.120
2013-05-24,984.158,6.901,3.229,77.889,10.021,7.718,2.303,4.892,7.841,1220.577,1.427,2.675,190.180,9.420,4.340
2013-05-25,984.129,8.576,4.832,78.369,11.336,8.637,2.699,5.477,8.776,1212.940,1.386,2.823,210.164,13.250,4.380
2013-05-26,978.454,7.679,6.671,93.315,10.564,9.861,0.703,6.294,10.080,1209.137,3.010,5.491,247.544,9.750,5.390
2013-05-27,981.029,9.128,7.577,90.108,11.616,10.436,1.180,6.644,10.638,1205.787,2.434,4.136,250.342,11.320,7.690
2013-05-28,978.238,13.493,7.811,71.393,15.977,10.621,5.356,6.782,10.858,1184.227,1.375,2.546,161.717,19.720,7.490
2013-05-29,974.260,11.640,9.020,84.469,13.848,11.544,2.305,7.404,11.850,1186.429,1.971,3.173,188.692,15.120,8.110
2013-05-30,978.925,10.137,7.946,86.386,12.437,10.774,1.663,6.877,11.009,1198.764,2.309,3.899,240.605,12.210,7.690
2013-05-31,974.723,13.224,12.701,96.646,15.232,14.716,0.515,9.444,15.097,1178.900,2.491,4.536,106.152,15.180,12.220
2013-06-01,982.367,12.586,11.822,95.160,14.630,13.911,0.718,8.857,14.162,1191.238,2.513,4.263,215.820,14.610,10.610
2013-06-02,990.571,9.177,7.404,88.803,11.657,10.329,1.328,6.512,10.428,1217.411,2.366,4.749,254.923,11.010,7.340
2013-06-03,996.027,10.899,6.628,75.754,13.278,9.807,3.471,6.148,9.846,1217.087,2.043,3.644,229.488,14.510,6.790
2013-06-04,994.032,13.361,9.292,76.772,15.633,11.853,3.781,7.452,11.926,1203.293,1.913,3.359,145.367,17.820,7.610
2013-06-05,993.765,14.916,5.635,56.083,17.226,9.198,8.028,5.777,9.256,1197.632,2.360,3.789,58.532,19.260,10.390
2013-06-06,994.486,15.515,9.496,68.595,18.367,12.040,6.327,7.567,12.108,1194.962,2.020,3.215,88.632,21.090,6.630
2013-06-07,993.823,17.919,12.502,72.393,21.174,14.548,6.626,9.157,14.639,1183.081,2.124,3.262,121.470,22.790,10.650
2013-06-08,989.845,18.622,13.216,72.002,21.830,15.221,6.610,9.621,15.378,1175.053,1.807,2.926,102.216,23.460,14.490
2013-06-09,983.905,15.451,13.270,87.102,17.666,15.293,2.373,9.725,15.542,1180.657,1.883,2.918,127.841,19.150,13.080
2013-06-10,983.992,13.934,12.594,91.823,15.996,14.620,1.375,9.294,14.859,1187.302,1.555,2.554,162.650,16.620,11.540
2013-06-11,989.699,15.574,10.198,73.497,18.325,12.484,5.841,7.883,12.614,1188.653,1.120,2.006,192.264,21.320,9.090
2013-06-12,992.498,18.590,11.359,65.662,22.066,13.511,8.555,8.511,13.613,1179.217,1.638,2.706,195.569,23.900,12.530
2013-06-13,989.017,20.720,14.158,67.805,25.308,16.219,9.088,10.266,16.402,1165.415,2.757,4.338,197.580,27.260,13.540
2013-06-14,992.785,15.108,9.322,70.168,17.365,11.797,5.568,7.425,11.884,1194.422,1.615,3.094,217.241,19.050,10.930
2013-06-15,988.369,16.636,10.164,68.031,19.767,12.472,7.295,7.888,12.620,1182.833,2.492,4.039,196.538,22.480,8.100
2013-06-16,989.982,17.253,9.610,61.826,20.082,12.014,8.067,7.584,12.135,1182.224,1.825,3.232,193.687,22.180,12.110
